source_file,experiment_code,run,week,temperature,star_id,date,time,flip_number,start_frame,end_frame,duration_frames,duration_seconds,seconds_from_first_flip_start,total_frames
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,11,893,962,70,35.0,437.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,12,983,1058,76,38.0,482.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,13,1094,1152,59,29.5,537.5,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p4\0-12_14_23-13_22_53-p4.csv,R3_W1_12C,R3,W1,12C,p4,2023-12-14,13:22:53,14,1175,1295,121,60.5,578.0,1339
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,1,95,194,100,50.0,0.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,2,218,297,80,40.0,61.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,3,319,366,48,24.0,112.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,4,384,436,53,26.5,144.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,5,459,491,33,16.5,182.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,6,522,612,91,45.5,213.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,7,635,706,72,36.0,270.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,8,728,806,79,39.5,316.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,9,825,874,50,25.0,365.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,10,905,967,63,31.5,405.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,11,991,1029,39,19.5,448.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,12,1049,1109,61,30.5,477.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,13,1127,1178,52,26.0,516.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,14,1196,1261,66,33.0,550.5,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p5\1-12_14_23-13_34_54-p5.csv,R3_W1_12C,R3,W1,12C,p5,2023-12-14,13:34:54,15,1283,1410,128,64.0,594.0,1432
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,1,104,161,58,29.0,0.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,2,181,238,58,29.0,38.5,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,3,270,344,75,37.5,83.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,4,396,432,37,18.5,146.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,5,463,508,46,23.0,179.5,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,6,526,600,75,37.5,211.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,7,618,667,50,25.0,257.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,8,695,758,64,32.0,295.5,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,9,780,834,55,27.5,338.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,10,858,1061,204,102.0,377.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,11,1097,1213,117,58.5,496.5,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W1_12C\p7\0-12_14_23-13_47_49-p7.csv,R3_W1_12C,R3,W1,12C,p7,2023-12-14,13:47:49,12,1230,1300,71,35.5,563.0,1363
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,1,29,128,100,50.0,0.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,2,163,253,91,45.5,67.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,3,264,353,90,45.0,117.5,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,4,393,451,59,29.5,182.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,5,467,522,56,28.0,219.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,6,545,633,89,44.5,258.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,7,660,721,62,31.0,315.5,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,8,739,791,53,26.5,355.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,9,829,875,47,23.5,400.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,10,906,962,57,28.5,438.5,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,11,983,1045,63,31.5,477.0,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,12,1062,1107,46,23.0,516.5,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i1\0-12_20_23-13_00_13-i1.csv,R3_W2_17C,R3,W2,17C,i1,2023-12-20,13:00:13,13,1126,1223,98,49.0,548.5,1253
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,1,65,246,182,91.0,0.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,2,269,341,73,36.5,102.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,3,357,486,130,65.0,146.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,4,501,550,50,25.0,218.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,5,573,735,163,81.5,254.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,6,751,820,70,35.0,343.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,7,853,934,82,41.0,394.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,8,958,1062,105,52.5,446.5,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,9,1089,1152,64,32.0,512.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i10\0-12_20_23-13_35_19-i10.csv,R3_W2_17C,R3,W2,17C,i10,2023-12-20,13:35:19,10,1177,1262,86,43.0,556.0,1306
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,1,43,189,147,73.5,0.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,2,206,319,114,57.0,81.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,3,352,389,38,19.0,154.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,4,424,474,51,25.5,190.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,5,496,557,62,31.0,226.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,6,611,682,72,36.0,284.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,7,696,754,59,29.5,326.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,8,772,869,98,49.0,364.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,9,889,926,38,19.0,423.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,10,940,993,54,27.0,448.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,11,1011,1059,49,24.5,484.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,12,1073,1118,46,23.0,515.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,13,1139,1191,53,26.5,548.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i12\0-12_20_23-13_47_23-i12.csv,R3_W2_17C,R3,W2,17C,i12,2023-12-20,13:47:23,14,1207,1306,100,50.0,582.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,1,50,454,405,202.5,0.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,2,479,570,92,46.0,214.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,3,608,702,95,47.5,279.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,4,718,835,118,59.0,334.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,5,868,920,53,26.5,409.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,6,931,1040,110,55.0,440.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,7,1059,1169,111,55.5,504.5,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\i9\0-12_20_23-13_12_26-i9.csv,R3_W2_17C,R3,W2,17C,i9,2023-12-20,13:12:26,8,1192,1331,140,70.0,571.0,1355
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,1,50,95,46,23.0,0.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,2,121,175,55,27.5,35.5,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,3,192,224,33,16.5,71.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,4,246,302,57,28.5,98.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,5,318,351,34,17.0,134.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,6,397,420,24,12.0,173.5,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,7,439,492,54,27.0,194.5,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,8,508,583,76,38.0,229.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,9,600,675,76,38.0,275.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,10,690,776,87,43.5,320.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,11,790,842,53,26.5,370.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,12,878,907,30,15.0,414.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,13,925,956,32,16.0,437.5,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,14,971,1006,36,18.0,460.5,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,15,1022,1104,83,41.5,486.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,16,1121,1165,45,22.5,535.5,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p3\0-12_20_23-12_11_08-p3.csv,R3_W2_17C,R3,W2,17C,p3,2023-12-20,12:11:08,17,1178,1243,66,33.0,564.0,1283
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,1,62,109,48,24.0,0.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,2,129,189,61,30.5,33.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,3,205,262,58,29.0,71.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,4,285,368,84,42.0,111.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,5,390,440,51,25.5,164.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,6,464,523,60,30.0,201.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,7,544,585,42,21.0,241.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,8,612,636,25,12.5,275.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,9,657,698,42,21.0,297.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,10,715,812,98,49.0,326.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,11,829,892,64,32.0,383.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,12,914,1030,117,58.5,426.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,13,1048,1078,31,15.5,493.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,14,1092,1168,77,38.5,515.0,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p4\0-12_20_23-12_23_39-p4.csv,R3_W2_17C,R3,W2,17C,p4,2023-12-20,12:23:39,15,1183,1245,63,31.5,560.5,1290
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,1,35,122,88,44.0,0.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,2,149,188,40,20.0,57.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,3,212,286,75,37.5,88.5,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,4,301,362,62,31.0,133.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,5,377,483,107,53.5,171.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,6,503,572,70,35.0,234.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,7,603,656,54,27.0,284.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,8,687,757,71,35.5,326.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,9,776,825,50,25.0,370.5,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,10,842,910,69,34.5,403.5,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,11,930,1058,129,64.5,447.5,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,12,1075,1106,32,16.0,520.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,13,1125,1165,41,20.5,545.0,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p5\0-12_20_23-12_35_44-p5.csv,R3_W2_17C,R3,W2,17C,p5,2023-12-20,12:35:44,14,1178,1232,55,27.5,571.5,1258
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p7\0-12_20_23-12_48_06-p7.csv,R3_W2_17C,R3,W2,17C,p7,2023-12-20,12:48:06,1,54,101,48,24.0,0.0,1332
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p7\0-12_20_23-12_48_06-p7.csv,R3_W2_17C,R3,W2,17C,p7,2023-12-20,12:48:06,2,119,226,108,54.0,32.5,1332
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p7\0-12_20_23-12_48_06-p7.csv,R3_W2_17C,R3,W2,17C,p7,2023-12-20,12:48:06,3,241,292,52,26.0,93.5,1332
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p7\0-12_20_23-12_48_06-p7.csv,R3_W2_17C,R3,W2,17C,p7,2023-12-20,12:48:06,4,315,371,57,28.5,130.5,1332
D:\PycnoStressMonitor\data\cold_box_flips\R3_W2_17C\p7\0-12_20_23-12_48_06-p7.csv,R3_W2_17C,R3,W2,17C,p7,2023-12-20,12:48:06,5,382,414,33,16.5,164.0,1332
