source_file,experiment_code,run,week,temperature,star_id,date,time,flip_number,start_frame,end_frame,duration_frames,duration_seconds,seconds_from_first_flip_start,total_frames
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,10,667,728,62,31.0,331.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,11,750,794,45,22.5,373.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,12,817,885,69,34.5,406.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,13,926,956,31,15.5,461.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,14,978,1101,124,62.0,487.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,15,1118,1175,58,29.0,557.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,16,1199,1299,101,50.5,597.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i2\0-12_04_23-14_02_09-i2.csv,R2_W1_12C,R2,W1,12C,i2,2023-12-04,14:02:09,17,1322,1439,118,59.0,659.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,1,18,113,96,48.0,0.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,2,133,218,86,43.0,57.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,3,241,324,84,42.0,111.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,4,341,386,46,23.0,161.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,5,406,435,30,15.0,194.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,6,460,526,67,33.5,221.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,7,543,623,81,40.5,262.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,8,647,710,64,32.0,314.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,9,745,818,74,37.0,363.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,10,843,886,44,22.0,412.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,11,914,1020,107,53.5,448.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,12,1043,1106,64,32.0,512.5,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i4\0-12_04_23-14_16_26-i4.csv,R2_W1_12C,R2,W1,12C,i4,2023-12-04,14:16:26,13,1126,1199,74,37.0,554.0,1242
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,1,58,154,97,48.5,0.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,2,184,273,90,45.0,63.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,3,318,395,78,39.0,130.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,4,415,494,80,40.0,178.5,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,5,534,570,37,18.5,238.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,6,594,650,57,28.5,268.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,7,673,762,90,45.0,307.5,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,8,783,845,63,31.5,362.5,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,9,866,928,63,31.5,404.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,10,958,1027,70,35.0,450.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,11,1046,1102,57,28.5,494.0,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\i6\0-12_04_23-14_29_42-i6.csv,R2_W1_12C,R2,W1,12C,i6,2023-12-04,14:29:42,12,1133,1211,79,39.5,537.5,1264
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,1,47,87,41,20.5,0.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,2,105,158,54,27.0,29.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,3,188,239,52,26.0,70.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,4,258,293,36,18.0,105.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,5,312,344,33,16.5,132.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,6,369,413,45,22.5,161.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,7,429,478,50,25.0,191.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,8,503,560,58,29.0,228.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,9,596,611,16,8.0,274.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,10,634,666,33,16.5,293.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,11,689,737,49,24.5,321.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,12,763,803,41,20.5,358.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,13,824,865,42,21.0,388.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,14,900,942,43,21.5,426.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,15,964,994,31,15.5,458.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,16,1019,1039,21,10.5,486.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,17,1070,1095,26,13.0,511.5,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,18,1123,1159,37,18.5,538.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p1\0-12_04_23-14_42_36-p1.csv,R2_W1_12C,R2,W1,12C,p1,2023-12-04,14:42:36,19,1201,1233,33,16.5,577.0,1274
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,1,2,12,11,5.5,0.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,2,1,12,12,6.0,-0.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,3,19,289,271,135.5,8.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,4,313,463,151,75.5,155.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,5,489,572,84,42.0,243.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,6,605,650,46,23.0,301.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,7,670,770,101,50.5,334.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,8,809,863,55,27.5,403.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,9,891,937,47,23.5,444.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,10,959,1048,90,45.0,478.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,11,1082,1161,80,40.0,540.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,12,1222,1330,109,54.5,610.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p11\0-12_04_23-15_26_52-p11.csv,R2_W1_12C,R2,W1,12C,p11,2023-12-04,15:26:52,13,1381,1439,59,29.5,689.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,1,35,62,28,14.0,0.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,2,98,117,20,10.0,31.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,3,136,160,25,12.5,50.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,4,175,219,45,22.5,70.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,5,255,296,42,21.0,110.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,6,315,340,26,13.0,140.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,7,363,387,25,12.5,164.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,8,408,435,28,14.0,186.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,9,463,498,36,18.0,214.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,10,536,560,25,12.5,250.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,11,649,674,26,13.0,307.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,12,698,723,26,13.0,331.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,13,749,773,25,12.5,357.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,14,810,837,28,14.0,387.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,15,873,900,28,14.0,419.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,16,935,967,33,16.5,450.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,17,986,1028,43,21.5,475.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,18,1045,1085,41,20.5,505.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,19,1123,1155,33,16.5,544.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,20,1197,1214,18,9.0,581.0,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p2\0-12_04_23-14_58_24-p2.csv,R2_W1_12C,R2,W1,12C,p2,2023-12-04,14:58:24,21,1240,1260,21,10.5,602.5,1315
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,1,54,236,183,91.5,0.0,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,2,260,388,129,64.5,103.0,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,3,410,526,117,58.5,178.0,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,4,560,804,245,122.5,253.0,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,5,848,950,103,51.5,397.0,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,6,971,1123,153,76.5,458.5,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W1_12C\p8\0-12_04_23-15_12_38-p8.csv,R2_W1_12C,R2,W1,12C,p8,2023-12-04,15:12:38,7,1152,1281,130,65.0,549.0,1331
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,1,24,367,344,172.0,0.0,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,2,397,453,57,28.5,186.5,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,3,481,598,118,59.0,228.5,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,4,626,777,152,76.0,301.0,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,5,810,874,65,32.5,393.0,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,6,898,1053,156,78.0,437.0,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,7,1076,1116,41,20.5,526.0,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i2\0-12_10_23-12_40_36-i2.csv,R2_W2_12C,R2,W2,12C,i2,2023-12-10,12:40:36,8,1146,1228,83,41.5,561.0,1294
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,1,33,104,72,36.0,0.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,2,136,211,76,38.0,51.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,3,248,342,95,47.5,107.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,4,362,387,26,13.0,164.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,5,406,442,37,18.5,186.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,6,458,525,68,34.0,212.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,7,544,609,66,33.0,255.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,8,641,692,52,26.0,304.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,9,712,770,59,29.5,339.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,10,792,823,32,16.0,379.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,11,845,905,61,30.5,406.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,12,935,977,43,21.5,451.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,13,1017,1080,64,32.0,492.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,14,1107,1161,55,27.5,537.0,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i4\0-12_10_23-12_53_13-i4.csv,R2_W2_12C,R2,W2,12C,i4,2023-12-10,12:53:13,15,1186,1439,254,127.0,576.5,1439
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,1,89,159,71,35.5,0.0,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,2,177,259,83,41.5,44.0,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,3,264,283,20,10.0,87.5,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,4,298,382,85,42.5,104.5,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,5,418,527,110,55.0,164.5,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,6,547,633,87,43.5,229.0,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,7,664,727,64,32.0,287.5,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,8,744,867,124,62.0,327.5,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,9,898,934,37,18.5,404.5,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,10,979,1029,51,25.5,445.0,1328
D:\PycnoStressMonitor\data\cold_box_flips\R2_W2_12C\i6\0-12_10_23-13_07_10-i6.csv,R2_W2_12C,R2,W2,12C,i6,2023-12-10,13:07:10,11,1082,1207,126,63.0,496.5,1328
